"Res. Center for Microperipherik, Technische Univ. Berlin, Germany",0,0,O. Willum,1,0.0000,new product;product group;active product;long product lifetime;old product;product generation;new technology;environmental benefit;environmental choice;environmental consequence,0.0000
,0,0,A. Blanca-Pancorbo,1,0.0000,physical phenomena simulation;electrostatic field;interactive character-the environment;new powerful work environment;own physical system;physical phenomenon;tutorial simulation;graphical menu;graphical result;interactive laboratory,0.0000
,0,0,Peggy Reising,1,0.0000,,0.0000
"ECCE Dept., Ateneo de Manila University, Q. C., Philippines",0,0,C. Favila,1,0.0000,lake resource;aquaculture application;field server;knowledge management system;ongoing deployment;platform field server;wireless network system;wireless sensor network;San Pablo;different aspect,0.0000
,0,0,Michael Jon Bartz,1,0.0000,block code;multilayer perceptrons;soft decision,0.0000
"CINI, Via Ariosto 25, 00185 Roma, Italy",0,0,Daniele Rolfo,2,0.0000,cache memory;automatic generation;assembly cache test program;instruction cache memory;selected cache;assembly test program;test engineer;new formalism;new unifying formalism;unifying formalism,0.0000
,0,0,Torsten Greiner,1,0.0000,,0.0000
,0,0,W. Greiner,1,0.0000,Ein lernendes System zur,0.0000
,0,0,W. Greiner,1,0.0000,,0.0000
,0,0,Changlin Li,2,0.0000,linear system;asymptotical stabilization;exponential uncertainty;LMI approach;Taylor series approximation;additive norm;bounded uncertainty;convex polytope technique;equivalent polytopic model;polytopic model,0.0000
,0,0,Erick J. Bohlman,1,0.0000,copyright law;digital sound sampling;round hole,0.0000
,1,1,Marcelo Rivas-Astroza,1,0.2500,individual genome;chromatin structure;gene expression;reference genome;reference human genome;copy number variation;personal functional data;personal genomes;personal genomesMotivation;Personal Genome Editor,0.5208
,0,0,Chunjing Li,1,0.0000,limited similarity dominance relation;Rough Set Model;generalizes rough set model;new model;similarity dominance relation;Limited Similarity Dominance RelationThis;decision system,0.0000
University of Kansas,0,0,Jennifer L. Lohoefener,1,0.0000,specification transformation;automated verification;Galois connection;Rosetta domain;Rosetta domain lattice;specification language;lattice theory;safety preservation;abstraction level;category theory,0.0000
,1,1,Chen Li,1,0.5000,classification accuracy;ensemble POSC4;good classification accuracy;Bagging One-Class Decision TreesPOSC4;UCI datasets show;experiment result;majority voting;one-class decision tree classifier;unlabeled example,0.7500
"University of Georgia, Athens, GA",12,1,Glenn Matthews,1,2.4000,agent-based API;initial implementation;agent-based application;agent-based simulator;example agent-based application;scalable agent-based simulation system;PDES simulation kernel;battlefield simulation;efficient simulation;simulation system,1.0800
"Faculty of Industrial Design, Eindhoven University of Technology, Eindhoven, The Netherlands",0,0,Irene van Peer,1,0.0000,hearing-impaired person;meeting content;meeting history;hearing-impaired user;table top augmented reality;transcription table;eye contact;final prototype;following feature;foremost requirement,0.0000
"Federal Institute of Espírito Santo, Av. Vitória, 1728 Vitória, Espírito Santo, Brazil",1,1,Rodrigo VarejãO AndreãO,1,0.1250,spectral analysis;heart rate variability;Normalized spectral index;autoregressive method;autoregressive model order;model order;Friedman test;R-R series;digital ECG record;statistical significance,0.1522
,0,0,Marianne Gloet,3,0.0000,Innovation Performance;KM practice;Knowledge Management;sustained innovation;sustained innovation capability;systematic innovation capability;innovation management practice;successful innovation;KM model;robust KM practice,0.0000
"Departamento de Sistemas Informáticos y Computación, Universidad Politécnica de Valencia, Valencia, España",0,0,Rafael A. Trujillo Rasúa,1,0.0000,parallel optimization method;parallel version;Direct Search Optimization method;Inverse Additive Singular Value;derivative method;derivative-free method;direct searchThis paper;global convergence;nonlinear problem;standard Newton-like method,0.0000
"Universidad Autonoma de Ciudad Juarez, Mexico",0,0,Edgar A. Martínez García,1,0.0000,cognitive task;cognitive training;therapeutic pet robot;cognitive work;definitive relationship temperature dynamic;facial temperature;facial temperature change;temperature distribution;facial infrared thermography;therapeutic pet robot interaction,0.0000
,1,1,Zhixue Chang,1,0.5000,Non-Diffraction Beam Image;detection method;novel edge detection method;bright ring;edge point;maximum sum;Edge Detection Method;Local Maximum IntensityIn;certain range;different parameter,0.2500
"Faculty of Computers and Information, Cairo University, Giza, Egypt",0,0,Athanasius Zakhary,1,0.0000,neural network;forecasting component;occupancy forecasting;precise forecasting system;trend forecasting;Forecasting system;hotels reservationsHotel revenue management;maximizes revenue;revenue management system;room revenue maximization,0.0000
"Georgia Tech Research Institute, Georgia Institute of Technology, 266 Ferst Drive, Atlanta, GA 30332, United States",0,0,Arkadas Ozakin,2,0.0000,multibody potential;Axilrod-Teller potential;Lennard-Jones potential;computed potential;multibody potential function;potential function;three-body dispersion potential;FunctionsA critical open problem;current state-of-the-art energy function;energy function,0.0000
"School of Environment, Beijing Normal University, Beijing 100875, China",1,1,C. H. Li,3,0.2500,water resource;social renewability;natural runoff;Yellow River;genetic algorithm;sunspot relative number;interval-parameter multi-stage stochastic programming;mixed integer programming;discrete interval;Inter-basin Water Resources Management,0.5208
,0,0,Reuben Tozman,2,0.0000,semantic Web;D professional;Reuben Tozman;core business operation;eLearn Magazine;latest article;online experience;unenvious position,0.0000
,0,0,O. M. Beltcheva,1,0.0000,multimedia presentation;simulation modelling,0.0000
,8,1,Francesco Rochetich,1,2.6667,Newton-type direction;negative curvature direction;effective negative curvature direction;minimization algorithm;stabilization framework;Curvilinear Stabilization Techniques;LANCELOT package;Lanczos method;Large Scale Unconstrained OptimizationThe;Truncated Newton Methods,2.2222
,0,0,H. Bartz,1,0.0000,elliptic curve;number field,0.0000
"LSI Logic Corporation, Milpitas, CA",1,1,B. Bartz,1,0.1429,memory performance;High-Performance SRAM Technology;SRAM bitcells;dual-port SRAM;embedded SRAM;embedded SRAM bitcell robustness;high-performance SRAM;individual SRAM instance;hundred individual memory instance;memory capability,0.1561
,0,0,A. E. Bartz,1,0.0000,basic statistical concept,0.0000
,0,0,Brian Underdahl,2,0.0000,,0.0000
"Imaging Biomarkers and Computer Aided Laboratory, Radiology and Imaging Sciences, National Institutes of Health , Clinical Center, Bethesda, MD",1,1,William J. Richbourg,1,0.2000,affine invariant shape parameterization;atypical local shape;generic affine invariant shape;local shape;automated segmentation;initial segmentation;liver segmentation error;tumor segmentation;abdominal CT image;diseased patient,0.2567
,0,0,Chaoyang Li,4,0.0000,logistics park;Logistics ParksThis paper;transportation planning;Bai Yang Wan Logistics;Traffic Organization Planning;Transportation Infrastructure Planning;key consideration;Big CitiesThis paper;CitiesThis paper;Expressway System Planning,0.0000
Universidad Nacional de Colombia,1,1,Luis Miguel Mendez,1,0.2000,virtual environment;virtual setting;virtual studio;virtual studio implementation;virtual studio visualization tool;decorative arts museum collection;museum public;museum research community;virtualized museum collections exhibit;decorative arts collections exhibit,0.1567
,1,1,Chen Li,1,0.2500,explorative capability;Genetic Algorithm Balancing Exploration;Genetic Algorithms;Salesman Problem;Travelling Salesman ProblemThis paper;proposed algorithm;GA research field;case application;combinatorial problem;empirical test,0.0625
,0,0,Cen Li,1,0.0000,sterol composition;similar sterol composition;dinoflagellate genus;dinoflagellate sterol-based relationship;dinoflagellates form;rDNA-based phylogeny relationship;rDNA-based phylogeny share;Mantel test;Phylogeny Analysis;Sterol CompositionThis study,0.0000
,0,0,Chunju Li,1,0.0000,embryo circuit;optimal solution;improved algorithm;improved crossover;cells evolutionary design finish;combinational circuit;electronic circuit;evolutionary algorithm;evolutionary result;final evolutionary result,0.0000
,0,0,Retty Velayoudam,1,0.0000,Project Management;Certified Project System Solution;Microsoft Project;Project Accounting;Project Management Concepts;Project Management Information Systems;Project Management Professional;Project Management Professionals;Project ManagementThis book;Project Managerial Economics,0.0000
"Università degli Studi di Milano, Italy",0,0,Giovanni Onida,1,0.0000,fundamental knowledge;knowledge network;Bridges Simulations;ExperimentsThe European Theoretical Spectroscopy;electronic excited state;future design;multiple area;quantum-mechanical level;researchers access;state-of-the-art computer simulation,0.0000
"Faculty of Systems Engineering, Wakayama University, 930 Sakaedani, Wakayama, 6408441, Japan joe@sys.wakayamau.ac.jp;Nara Women's University, Japan;Department of Information and Computer Sciences, Nara Women",22,3,Kazuki Joe,35,6.2667,parallelizing compiler;retrieval ratio;audio content;audio sequence comparison;efficient audio retrieval framework;multi-variant audio track;memory system;proposed memory system;visualization system;different retrieval scheme,3.1478
"Coventor, Inc., Cambridge, MA",4,1,Ken Greiner,1,1.3333,continuous flow;design tool;analysis approach;analysis software;chemical analysis;detailed analysis;system-level analysis;BioMEMS development;two-stage chemical reaction;biological assay,0.4444
"Logistics Science Research Institute, Beijing, China",0,0,M. Liu,1,0.0000,design space exploration algorithm;window operation;hardware design;high-performance design;time-consuming hardware design process;Reconfigurable hardware board;different algorithm;memory bandwidth constraint;on-chip memory constraint;three-level memory structure,0.0000
"School of Geographical Sciences and Urban Planning, Arizona State University, Tempe, AZ 85287, USA",2,1,Michael J. Kuby,2,0.4000,store CO;shortest path;E model;comprehensive model;dynamic model;location model;myopic model;CCS network;artificial feasible network;feasible network,0.5133
"Dept. of Comp. & Soft., School of Computational Eng. & Sci., McMaster University, Hamilton, Canada L8S 4K1",0,0,M. J. Liu,1,0.0000,VLSI problem;classical preprocessing algorithm;efficient preprocessing;internal preprocessing method;preprocessing technique;linear program;linear program solver;linear program solvers;state-of-the-art linear programming software;VLSI optimization problemsAdvances,0.0000
"Infineon Technologies SC300 GmbH & Co., OHG Koenigsbruecker Strasse 180, 01099 Dresden Germany",3,1,Kevin A. Pears,3,1.6429,carbon hard mask;amorphous carbon;carbon hard mask structuresAn;carbon sidewall;etched carbon profile;etching carbon;patterning carbon;initiates lateral etching;new etching chemistry;hard mask,2.1204
